experiment,run,generation,success,best_fitness
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",61,67,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",62,117,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",63,20,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",64,90,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",65,27,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",66,57,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",67,105,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",68,102,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",69,6,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",70,95,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",71,81,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",72,99,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",73,210,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",74,29,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",75,155,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",76,7,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",77,38,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",78,113,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",79,151,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",80,208,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",81,9,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",82,161,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",83,72,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",84,102,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",85,69,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",86,58,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",87,61,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",88,77,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",89,266,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",90,26,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",91,58,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",92,75,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",93,32,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",94,3,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",95,56,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",96,21,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",97,170,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",98,30,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",99,91,1,28
"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",100,202,1,28

=== SUMMARY ===
Problem,Einstellung,SR,AES,Durchschnittliche Fitness
8-Queens,"Kodierung 50, Turnier k=3, 1-Punkt, genweise Mutation",0.9800,95.55,27.980
8-Queens,"Kodierung 50, Fitnessproportional, 1-Punkt, genweise Mutation",0.3500,501.11,27.350
8-Queens,"Kodierung 100, Turnier k=3, 2-Punkt, genweise Mutation",1.0000,83.53,28.000
8-Queens,"Kodierung 100, Turnier k=3, Shuffle, genweise Mutation",0.9600,66.11,27.960
8-Queens,"Kodierung 100, Turnier k=5, 1-Punkt, genweise Mutation",0.9500,92.08,27.950
8-Queens,"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_cx=0.7",0.9800,71.95,27.980
8-Queens,"Kodierung 100, Turnier k=3, 1-Punkt, genweise Mutation, p_mut=0.2",1.0000,98.36,28.000
